Id	Input	Output
2736	当 我 闻 到 这 颗 大 柚 子 的 时 候 ， 没 错 尝 是 我 要 的 味 道 啦 。	当 我 闻 到 这 颗 大 柚 子 的 时 候 ， 没 错 就 是 我 要 的 味 道 啦 。
2737	看 似 价 格 略 贵 ， 但 很 耐 用 ， 定 支 能 够 用 很 久 ， 几 个 月 是 没 问 题 的 。	看 似 价 格 略 贵 ， 但 很 耐 用 ， 一 支 能 够 用 很 久 ， 几 个 月 是 没 问 题 的 。
2738	不 算 热 门 旬 是 是 我 蛮 喜 欢 的 颜 色	不 算 热 门 但 是 是 我 蛮 喜 欢 的 颜 色
2739	一 起 在 炎 热 的 夏 旱 做 好 控 油 准 备	一 起 在 炎 热 的 夏 天 做 好 控 油 准 备
2740	这 就 是 夏 天 清 爽 蒂 味 道 啊 ， 就 算 出 了 一 些 汗 也 还 是 很 好 闻 ， 持 久 力 也 很 强 ！	这 就 是 夏 天 清 爽 的 味 道 啊 ， 就 算 出 了 一 些 汗 也 还 是 很 好 闻 ， 持 久 力 也 很 强 ！
2741	精 华 蜜 是 奥 伦 纳 素 冰 白 室 族 推 出 的 重 磅 新 品 ， 是 冰 白 面 膜 的 新 搭 档	精 华 蜜 是 奥 伦 纳 素 冰 白 家 族 推 出 的 重 磅 新 品 ， 是 冰 白 面 膜 的 新 搭 档
2742	对 于 重 度 真 爱 粉 来 说 ， 握 必 须 及 时 入 手 ！	对 于 重 度 真 爱 粉 来 说 ， 我 必 须 及 时 入 手 ！
2743	一 些 是 李 鲑 琦 直 播 间 赠 品 比 较 多 买 的 ！	一 些 是 李 佳 琦 直 播 间 赠 品 比 较 多 买 的 ！
2744	这 个 丝 芙 兰 独 家 品 牌 玫 瑰 澹 的 颜 色 真 的 太 可 ！	这 个 丝 芙 兰 独 家 品 牌 玫 瑰 金 的 颜 色 真 的 太 可 ！
2745	粉 压 的 很 实 ， 用 扇 形 刷 来 回 扫 好 多 遍 才 有 一 点 黑 起 的 感 觉 。	粉 压 的 很 实 ， 用 扇 形 刷 来 回 扫 好 多 遍 才 有 一 点 飞 起 的 感 觉 。
2746	歪 完 之 后 上 妆 效 果 也 一 级 棒 。	用 完 之 后 上 妆 效 果 也 一 级 棒 。
2747	怕 到 时 候 抢 不 到 ， 房 不 得 现 在 就 开 始 安 排 ！	怕 到 时 候 抢 不 到 ， 恨 不 得 现 在 就 开 始 安 排 ！
2748	白 天 用 白 色 泵 头 挤 错 来 的 日 精 华	白 天 用 白 色 泵 头 挤 出 来 的 日 精 华
2749	灵 感 来 源 女 人 化 妆 包 永 远 少 不 孜 一 只 唇 膏 。	灵 感 来 源 女 人 化 妆 包 永 远 少 不 了 一 只 唇 膏 。
2750	极 细 笔 尖 ， 可 以 描 绘 出 根 根 分 明 的 眉 谋	极 细 笔 尖 ， 可 以 描 绘 出 根 根 分 明 的 眉 毛
2751	味 道 也 是 添 然 茶 香 的 清 新 淡 雅 很 治 愈	味 道 也 是 天 然 茶 香 的 清 新 淡 雅 很 治 愈
2752	玫 瑰 、 孀 鞭 草 、 香 紫 苏 、 迷 迭 香 、 薰 衣 草	玫 瑰 、 马 鞭 草 、 香 紫 苏 、 迷 迭 香 、 薰 衣 草
2753	不 叙 要 涂 眼 影 的 日 常 妆 ！	不 需 要 涂 眼 影 的 日 常 妆 ！
2754	选 择 淡 粉 红 ， 增 加 眼 神 踢 温 柔 与 明 亮 度	选 择 淡 粉 红 ， 增 加 眼 神 的 温 柔 与 明 亮 度
2755	一 开 始 用 了 大 泵 ， 覆 觉 着 有 点 多 了 改 用 小 泵 ， 刚 刚 好 ！	一 开 始 用 了 大 泵 ， 我 觉 着 有 点 多 了 改 用 小 泵 ， 刚 刚 好 ！
2756	香 槟 浅 金 叶 ， 很 适 合 亚 洲 人 的 肤 色 ， 这 盘 还 蛮 推 荐 的 ！	香 槟 浅 金 色 ， 很 适 合 亚 洲 人 的 肤 色 ， 这 盘 还 蛮 推 荐 的 ！
2757	尬 个 夏 天 的 防 晒 就 她 了 !	介 个 夏 天 的 防 晒 就 她 了 !
2758	用 它 题 时 候 会 觉 得 皮 肤 很 稳	用 它 的 时 候 会 觉 得 皮 肤 很 稳
2759	前 调 佛 手 柑 中 调 玫 瑰 尾 条 琥 珀 香 根 草	前 调 佛 手 柑 中 调 玫 瑰 尾 调 琥 珀 香 根 草
2760	你 喜 欢 画 什 么 就 画 什 么 ， 很 托 颜 色 看 起 来 很 突 兀 但 是 结 合 画 嘴 巴 上 真 滴 吼 吼 看 ！	你 喜 欢 画 什 么 就 画 什 么 ， 很 多 颜 色 看 起 来 很 突 兀 但 是 结 合 画 嘴 巴 上 真 滴 吼 吼 看 ！
2761	换 季 敏 感 高 罚 期 选 它 绝 对 不 会 错 ， 温 和 不 刺 激 。	换 季 敏 感 高 发 期 选 它 绝 对 不 会 错 ， 温 和 不 刺 激 。
2762	哈 哈 哈 哈 哈 是 资 舅 堂 的 红 腰 子	哈 哈 哈 哈 哈 是 资 生 堂 的 红 腰 子
2763	丝 芙 兰 的 成 分 图 鉴 发 现 它 这 份 图 鉴 做 的 好 用 心 各 种 不 筒 功 效 的 成 分 所 针 对 的 皮 肤 一 一 列 举 这 样 有 效 的 帮 大 家 排 雷 找 到 适 合 自 己 的	丝 芙 兰 的 成 分 图 鉴 发 现 它 这 份 图 鉴 做 的 好 用 心 各 种 不 同 功 效 的 成 分 所 针 对 的 皮 肤 一 一 列 举 这 样 有 效 的 帮 大 家 排 雷 找 到 适 合 自 己 的
2764	还 可 以 混 合 债 比 较 偏 干 偏 暗 的 粉 底 液 里 ！	还 可 以 混 合 在 比 较 偏 干 偏 暗 的 粉 底 液 里 ！
2765	记 得 要 快 点 就 除 抹 ， 面 膜 使 用 后 用 面 膜 棒 去 除 。	记 得 要 快 点 就 涂 抹 ， 面 膜 使 用 后 用 面 膜 棒 去 除 。
2766	粉 质 也 是 那 种 糯 糯 的 ， 顺 滑 得 布 要 不 要 的 。	粉 质 也 是 那 种 糯 糯 的 ， 顺 滑 得 不 要 不 要 的 。
2767	闲 来 无 事 逛 丝 芙 兰 美 印 社 澡 的 时 候 ， 看 到 资 生 堂 红 腰 子 第 三 代 已 经 上 市 了 。	闲 来 无 事 逛 丝 芙 兰 美 印 社 区 的 时 候 ， 看 到 资 生 堂 红 腰 子 第 三 代 已 经 上 市 了 。
2768	最 合 握 皮 肤 的 就 是 红 腰 子 了	最 合 我 皮 肤 的 就 是 红 腰 子 了
2769	肉 眼 克 见 的 嗖 嗖 吸 收 啦	肉 眼 可 见 的 嗖 嗖 吸 收 啦
2770	真 心 好 看 呀 ， 我 提 这 一 块 是 肥 瘦 正 好 的 。	真 心 好 看 呀 ， 我 的 这 一 块 是 肥 瘦 正 好 的 。
2771	味 道 超 既 超 级 好 闻 ， 很 好 吸 收 ， 用 完 皮 肤 会 特 别 透 亮 ， 抗 衰 老 ！	味 道 超 级 超 级 好 闻 ， 很 好 吸 收 ， 用 完 皮 肤 会 特 别 透 亮 ， 抗 衰 老 ！
2772	如 果 有 姐 妹 的 男 朋 右 和 我 家 “ 国 宝 ” 一 样 爱 熬 夜 ， 不 如 买 回 去 给 自 己 的 宝 贝 试 试 吧 ！	如 果 有 姐 妹 的 男 朋 友 和 我 家 “ 国 宝 ” 一 样 爱 熬 夜 ， 不 如 买 回 去 给 自 己 的 宝 贝 试 试 吧 ！
2773	唯 一 遗 憾 的 没 有 认 真 刷 下 睫 毛 ， 如 果 再 带 个 浅 色 美 瞳 ， 我 觉 特 这 个 细 节 图 会 好 看 出 外 太 空 。	唯 一 遗 憾 的 没 有 认 真 刷 下 睫 毛 ， 如 果 再 带 个 浅 色 美 瞳 ， 我 觉 得 这 个 细 节 图 会 好 看 出 外 太 空 。
2774	出 们 打 扮 更 精 致 了 呢 ！	出 门 打 扮 更 精 致 了 呢 ！
2775	仏 且 价 格 也 是 惊 到 我 了 ！	而 且 价 格 也 是 惊 到 我 了 ！
2776	适 合 大 补 分 亚 洲 发 色 的 灰 棕 色	适 合 大 部 分 亚 洲 发 色 的 灰 棕 色
2777	我 涂 鼻 硕 会 有 敲 细 腻 的 当 高 光 感 ！	我 涂 鼻 头 会 有 敲 细 腻 的 当 高 光 感 ！
2778	慕 拉 得 视 黄 醇 青 春 窯 颜 眼 部 精 华 ， 质 地 清 爽 好 吸 收 ， 淡 纹 紧 致 ， 滋 养 眼 周 肌 肤 ， 改 善 眼 周 暗 沉 。	慕 拉 得 视 黄 醇 青 春 焕 颜 眼 部 精 华 ， 质 地 清 爽 好 吸 收 ， 淡 纹 紧 致 ， 滋 养 眼 周 肌 肤 ， 改 善 眼 周 暗 沉 。
2779	消 复 的 功 能 也 特 别 满 意 ，	修 复 的 功 能 也 特 别 满 意 ，
2780	白 天 就 少 挤 宇 些 保 湿 很 棒	白 天 就 少 挤 一 些 保 湿 很 棒
2781	整 个 疲 肤 的 抵 抗 力 提 升	整 个 皮 肤 的 抵 抗 力 提 升
2782	积 雪 操 针 对 补 水 效 果 很 不 错 哦	积 雪 草 针 对 补 水 效 果 很 不 错 哦
2783	用 了 一 役 时 间 明 显 脸 上 整 体 肤 色 亮 了 小 细 纹 有 在 变 淡 气 色 都 变 好 了 ！	用 了 一 段 时 间 明 显 脸 上 整 体 肤 色 亮 了 小 细 纹 有 在 变 淡 气 色 都 变 好 了 ！
2784	中 哽 香 ， 很 清 爽 ， 很 温 柔 ， 很 日 常 。	中 性 香 ， 很 清 爽 ， 很 温 柔 ， 很 日 常 。
2785	还 能 帮 助 肌 肤 抵 御 空 气 札 的 不 友 好	还 能 帮 助 肌 肤 抵 御 空 气 中 的 不 友 好
2786	潧 眉 们 ， 买 它 买 它 买 它 ！	美 眉 们 ， 买 它 买 它 买 它 ！
2787	从 成 分 上 来 说 它 的 主 打 成 分 是 益 生 菌 产 物 它 可 以 守 护 肌 肤 微 生 贷 ， 维 持 健 康 肌 肤 ， 维 护 肌 肤 屏 障 。	从 成 分 上 来 说 它 的 主 打 成 分 是 益 生 菌 产 物 它 可 以 守 护 肌 肤 微 生 态 ， 维 持 健 康 肌 肤 ， 维 护 肌 肤 屏 障 。
2788	最 近 在 用 的 是 资 生 堂 第 三 代 红 腰 子 精 晔 ！	最 近 在 用 的 是 资 生 堂 第 三 代 红 腰 子 精 华 ！
2789	延 展 性 不 搽 ， 用 刷 子 也 很 好 推 开 哦 。	延 展 性 不 错 ， 用 刷 子 也 很 好 推 开 哦 。
2790	和 朋 友 出 来 玩 完 天 了 ！	和 朋 友 出 来 玩 一 天 了 ！
2791	仿 佛 一 个 吃 視 甜 桔 子 的 少 女 走 过 来 。	仿 佛 一 个 吃 着 甜 桔 子 的 少 女 走 过 来 。
2792	因 为 工 作 倒 班 还 有 爱 玩 游 戏 哈 哈 ， 熬 夜 到 两 三 点 是 常 态 ， 我 自 己 是 个 混 油 皮 ， 偶 尔 两 颊 还 埃 一 点 痘 痘 ， 所 以 一 直 不 敢 用 面 霜 。	因 为 工 作 倒 班 还 有 爱 玩 游 戏 哈 哈 ， 熬 夜 到 两 三 点 是 常 态 ， 我 自 己 是 个 混 油 皮 ， 偶 尔 两 颊 还 冒 一 点 痘 痘 ， 所 以 一 直 不 敢 用 面 霜 。
2793	丝 绒 的 质 地 汗 而 不 干	丝 绒 的 质 地 干 而 不 干
2794	三 代 在 强 抵 御 的 基 础 上 还 能 深 拖 修 护 肌 肤 屏 障	三 代 在 强 抵 御 的 基 础 上 还 能 深 度 修 护 肌 肤 屏 障
2795	牛 油 果 中 的 不 饱 汗 脂 肪 酸 深 入 肌 底 滋 养 进 阶	牛 油 果 中 的 不 饱 和 脂 肪 酸 深 入 肌 底 滋 养 进 阶
2796	可 借 助 化 妆 棉 擦 脸 ， 悦 薇 水 里 面 蕴 含 有 效 成 分 ， 狰 续 保 持 滋 润 、 纯 净 饱 满 的 肌 肤 。	可 借 助 化 妆 棉 擦 脸 ， 悦 薇 水 里 面 蕴 含 有 效 成 分 ， 持 续 保 持 滋 润 、 纯 净 饱 满 的 肌 肤 。
2797	超 绝 温 柔 又 有 气 质 的 奶 诱 栗 子 红 棕 色 ！	超 绝 温 柔 又 有 气 质 的 奶 油 栗 子 红 棕 色 ！
2798	现 在 一 熬 夜 皮 肤 就 变 得 黯 淡 松 弛 ， 不 化 妆 都 不 敢 出 们 ！	现 在 一 熬 夜 皮 肤 就 变 得 黯 淡 松 弛 ， 不 化 妆 都 不 敢 出 门 ！
2799	内 卷 变 氛 围 堪 蓬 松 柔 顺 头 发	内 卷 变 氛 围 感 蓬 松 柔 顺 头 发
2800	清 透 的 感 渔 ， 不 出 油 推 荐 推 荐 !	清 透 的 感 觉 ， 不 出 油 推 荐 推 荐 !
2801	这 个 面 膜 使 用 感 太 好 垃 ！	这 个 面 膜 使 用 感 太 好 了 ！
2802	常 年 必 备 防 晒 选 它 就 付 啦 ！	常 年 必 备 防 晒 选 它 就 对 啦 ！
2803	下 颌 角 的 轮 廓 有 收 紧 替 趋 势	下 颌 角 的 轮 廓 有 收 紧 的 趋 势
2804	粉 底 液 比 较 粘 稠 几 乎 没 药 流 动 性	粉 底 液 比 较 粘 稠 几 乎 没 有 流 动 性
2805	底 妆 ： 沁 水 ， 我 真 驶 太 爱 了 ！	底 妆 ： 沁 水 ， 我 真 是 太 爱 了 ！
2806	爱 在 轻 松 拥 有 卷 翘 睫 毛 ， 定 信 时 间 比 较 久 ， 不 会 夹 到 肉 。	爱 在 轻 松 拥 有 卷 翘 睫 毛 ， 定 型 时 间 比 较 久 ， 不 会 夹 到 肉 。
2807	这 款 筑 要 是 加 了 胶 原 蛋 白 ！	这 款 主 要 是 加 了 胶 原 蛋 白 ！
2808	真 的 拍 打 上 去 ， 一 会 儿 就 完 全 急 收 了 。	真 的 拍 打 上 去 ， 一 会 儿 就 完 全 吸 收 了 。
2809	那 是 因 为 你 用 的 产 品 没 有 用 养 肤 型 蒂 粉 底 我	那 是 因 为 你 用 的 产 品 没 有 用 养 肤 型 的 粉 底 我
2810	用 了 一 短 时 间 脸 上 感 觉 细 腻 弹 润 了 一 丢 丢	用 了 一 段 时 间 脸 上 感 觉 细 腻 弹 润 了 一 丢 丢
2811	许 多 年 后 ， 这 砍 独 特 的 香 味 已 经 成 为 他 的 象 征 。	许 多 年 后 ， 这 款 独 特 的 香 味 已 经 成 为 他 的 象 征 。
2812	颜 色 形 容 不 上 来 ， 就 随 手 一 涂 也 候 看 ！	颜 色 形 容 不 上 来 ， 就 随 手 一 涂 也 好 看 ！
2813	这 么 毫 用 的 修 复 面 膜 ， 该 囤 了	这 么 好 用 的 修 复 面 膜 ， 该 囤 了
2814	半 哑 光 的 志 地 丝 滑 不 拔 干 ， 涂 上 之 后 能 够 很 好 的 隐 藏 唇 纹 。	半 哑 光 的 质 地 丝 滑 不 拔 干 ， 涂 上 之 后 能 够 很 好 的 隐 藏 唇 纹 。
2815	密 集 修 复 保 湿 ， 塑 颜 紧 致 ， 抚 平 细 纹 ， 提 亮 肤 色 ， 补 充 皮 肤 水 分 和 能 量 ， 提 高 肌 肤 活 力 ， 使 肌 肤 柔 滑 、 水 嫩 ， 并 篝 有 效 淡 化 细 纹	密 集 修 复 保 湿 ， 塑 颜 紧 致 ， 抚 平 细 纹 ， 提 亮 肤 色 ， 补 充 皮 肤 水 分 和 能 量 ， 提 高 肌 肤 活 力 ， 使 肌 肤 柔 滑 、 水 嫩 ， 并 能 有 效 淡 化 细 纹
2816	完 全 没 有 颁 驳 和 脱 妆 迹 象 ！	完 全 没 有 斑 驳 和 脱 妆 迹 象 ！
2817	瞬 间 抹 开 随 意 啥 手 势 都 会 跟 你 脸 完 美 融 合 ， 第 二 即 刻 的 感 觉 萄 很 补 水 。	瞬 间 抹 开 随 意 啥 手 势 都 会 跟 你 脸 完 美 融 合 ， 第 二 即 刻 的 感 觉 到 很 补 水 。
2818	6 0 年 传 承 法 式 精 油 头 披 护 理	6 0 年 传 承 法 式 精 油 头 皮 护 理
2819	在 我 嘴 上 棕 调 很 明 显 的 奶 咖 塞 是 秋 冬 裹 着 大 围 巾 穿 着 羊 羔 毛 外 套 的 感 觉 !	在 我 嘴 上 棕 调 很 明 显 的 奶 咖 色 是 秋 冬 裹 着 大 围 巾 穿 着 羊 羔 毛 外 套 的 感 觉 !
2820	宛 如 耀 眼 夺 目 的 钻 石 般 闪 已	宛 如 耀 眼 夺 目 的 钻 石 般 闪 亮
2821	换 季 干 敏 皮 还 有 刷 酸 皮 肤 泛 红 都 可 以 用 来 珍 定 保 湿	换 季 干 敏 皮 还 有 刷 酸 皮 肤 泛 红 都 可 以 用 来 镇 定 保 湿
2822	也 很 显 气 质 适 合 沉 稳 大 气 的 耿 场 女 性	也 很 显 气 质 适 合 沉 稳 大 气 的 职 场 女 性
2823	这 款 洁 面 乳 是 双 重 氨 基 尽 复 配 ！	这 款 洁 面 乳 是 双 重 氨 基 酸 复 配 ！
2824	明 显 的 感 觉 到 细 纹 孪 少 了 一 丢 丢	明 显 的 感 觉 到 细 纹 变 少 了 一 丢 丢
2825	在 脸 上 按 摩 至 季 收 就 可 以 啦	在 脸 上 按 摩 至 吸 收 就 可 以 啦
2826	气 温 渐 凉 ， 喜 欢 锁 有 温 暖 的 瞬 间	气 温 渐 凉 ， 喜 欢 所 有 温 暖 的 瞬 间
2827	使 用 起 来 感 觉 很 滋 润 ， 但 滋 容 的 同 时 又 不 油 腻 。	使 用 起 来 感 觉 很 滋 润 ， 但 滋 润 的 同 时 又 不 油 腻 。
2828	我 一 直 都 没 入 一 入 网 供 深 似 海 ！	我 一 直 都 没 入 一 入 网 红 深 似 海 ！
2829	一 瓶 精 华 两 种 功 效 和 用 独	一 瓶 精 华 两 种 功 效 和 用 途
2830	特 别 喜 欢 这 依 款 香 水 ， 闻 起 来 淡 淡 的 香 味 ， 很 适 合 年 轻 人 哦 ！	特 别 喜 欢 这 一 款 香 水 ， 闻 起 来 淡 淡 的 香 味 ， 很 适 合 年 轻 人 哦 ！
2831	每 次 大 促 我 都 要 看 看 丝 芙 兰 有 没 有 红 腰 子 的 婵 动 ！	每 次 大 促 我 都 要 看 看 丝 芙 兰 有 没 有 红 腰 子 的 活 动 ！
2832	二 天 痘 痘 就 会 瘪 很 多 ， 不 会 那 妈 肿 痛 了 。	二 天 痘 痘 就 会 瘪 很 多 ， 不 会 那 么 肿 痛 了 。
2833	一 入 夏 奋 佛 进 入 了 油 皮 的 难 区 ，	一 入 夏 仿 佛 进 入 了 油 皮 的 难 区 ，
2834	意 外 发 现 佰 草 集 认 真 搞 事 业 迪 同 时 也 开 始 认 真 搞 颜 值 了 ！	意 外 发 现 佰 草 集 认 真 搞 事 业 的 同 时 也 开 始 认 真 搞 颜 值 了 ！
2835	之 前 就 分 享 过 ， 就 思 炒 爱 炒 爱 的 。	之 前 就 分 享 过 ， 就 是 炒 爱 炒 爱 的 。
2836	听 售 货 员 小 姐 姐 界 绍 ， 这 款 精 华 是 具 有 科 技 的 。	听 售 货 员 小 姐 姐 介 绍 ， 这 款 精 华 是 具 有 科 技 的 。
2837	看 得 见 的 程 分 造 就 看 得 见 的 效 果 ！	看 得 见 的 成 分 造 就 看 得 见 的 效 果 ！
2838	挖 到 了 王 嘉 尔 动 款 面 膜 啦 ！	挖 到 了 王 嘉 尔 同 款 面 膜 啦 ！
2839	四 重 复 配 成 分 均 亮 肤 色 ， 改 善 暗 沉 ， 紧 实 奇 肤 ， 改 善 松 弛 ， 丰 盈 饱 满 肌 肤 ， 提 亮 淡 纹 。	四 重 复 配 成 分 均 亮 肤 色 ， 改 善 暗 沉 ， 紧 实 肌 肤 ， 改 善 松 弛 ， 丰 盈 饱 满 肌 肤 ， 提 亮 淡 纹 。
2840	最 大 的 缺 点 就 氏 粉 质 ！	最 大 的 缺 点 就 是 粉 质 ！
2841	作 为 夏 天 混 油 皮 用 起 来 还 适 很 不 错 的	作 为 夏 天 混 油 皮 用 起 来 还 是 很 不 错 的
2842	怎 么 回 事 这 个 粉 底 液 又 精 致 又 客 爱 的	怎 么 回 事 这 个 粉 底 液 又 精 致 又 可 爱 的
2843	拔 草 到 了 兰 嘉 丝 汀 防 驼	拔 草 到 了 兰 嘉 丝 汀 防 晒
2844	这 次 的 细 闪 我 用 第 是 眼 影 打 好 底 后 用 细 闪 来 勾 勒 上 唇 边 缘	这 次 的 细 闪 我 用 的 是 眼 影 打 好 底 后 用 细 闪 来 勾 勒 上 唇 边 缘
2845	我 肌 欢 它 按 压 泵 头 的 设 计	我 喜 欢 它 按 压 泵 头 的 设 计
2846	夏 天 最 不 喜 欢 的 防 晒 就 是 上 脸 禀 油 腻 ！	夏 天 最 不 喜 欢 的 防 晒 就 是 上 脸 太 油 腻 ！
2847	洗 净 后 肉 眼 就 能 看 到 鼻 翼 侧 毛 孔 干 经 了 很 多 ！	洗 净 后 肉 眼 就 能 看 到 鼻 翼 侧 毛 孔 干 净 了 很 多 ！
2848	但 是 如 果 硬 说 谁 效 果 显 著 的 话 ， 我 猜 应 该 是 油 皮 同 学 用 着 秋 效 果 显 著 。	但 是 如 果 硬 说 谁 效 果 显 著 的 话 ， 我 猜 应 该 是 油 皮 同 学 用 着 更 效 果 显 著 。
2849	肤 色 递 亮 了 ， 毛 孔 也 慢 慢 被 抚 平	肤 色 提 亮 了 ， 毛 孔 也 慢 慢 被 抚 平
2850	发 自 法 国 的 副 绿 德 洗 发 水	发 自 法 国 的 馥 绿 德 洗 发 水
2851	作 为 资 生 堂 的 忠 实 粉 丝 ， 它 家 很 多 产 品 都 在 我 毁 购 单 上 的 前 列 。	作 为 资 生 堂 的 忠 实 粉 丝 ， 它 家 很 多 产 品 都 在 我 回 购 单 上 的 前 列 。
2852	都 是 丝 芙 兰 美 力 新 选 的 相 款 ！	都 是 丝 芙 兰 美 力 新 选 的 新 款 ！
2853	现 在 也 还 没 开 学 ， 在 家 心 里 压 力 挺 大 ， 一 途 暴 饮 暴 食 惯 性 熬 夜 结 果 弄 得 自 己 脸 色 蜡 黄 蜡 黄 的 …	现 在 也 还 没 开 学 ， 在 家 心 里 压 力 挺 大 ， 一 度 暴 饮 暴 食 惯 性 熬 夜 结 果 弄 得 自 己 脸 色 蜡 黄 蜡 黄 的 …
2854	干 罩 肌 简 直 不 要 太 好 用 ！	干 燥 肌 简 直 不 要 太 好 用 ！
2855	立 体 雕 花 实 在 施 太 太 太 好 看 啦 ！	立 体 雕 花 实 在 是 太 太 太 好 看 啦 ！
2856	冻 干 精 华 质 地 超 级 水 润 ， 特 别 好 吸 收 ， 妆 前 打 敌 保 湿 一 流 。	冻 干 精 华 质 地 超 级 水 润 ， 特 别 好 吸 收 ， 妆 前 打 底 保 湿 一 流 。
2857	边 宜 大 碗 ， 温 和 快 速 溶 解 彩 妆 。	便 宜 大 碗 ， 温 和 快 速 溶 解 彩 妆 。
2858	南 竟 它 是 卸 妆 洁 面 面 膜 三 效 合 一 的 贵 妇 级 卸 妆 膏 ， 里 面 的 植 物 精 油 可 以 让 皮 肤 水 润 有 弹 性 ， 卸 妆 的 同 时 还 能 滋 养 肌 肤 。	毕 竟 它 是 卸 妆 洁 面 面 膜 三 效 合 一 的 贵 妇 级 卸 妆 膏 ， 里 面 的 植 物 精 油 可 以 让 皮 肤 水 润 有 弹 性 ， 卸 妆 的 同 时 还 能 滋 养 肌 肤 。
2859	这 支 可 盐 可 甜 的 宝 藏 唇 釉 还 有 没 又 被 发 现 ！	这 支 可 盐 可 甜 的 宝 藏 唇 釉 还 有 没 有 被 发 现 ！
2860	周 末 宅 在 家 也 别 光 顾 吃 吃 喝 喝 或 者 傻 乐 追 副	周 末 宅 在 家 也 别 光 顾 吃 吃 喝 喝 或 者 傻 乐 追 剧
2861	燃 后 就 变 成 了 奇 怪 的 走 向 ！	然 后 就 变 成 了 奇 怪 的 走 向 ！
2862	許 多 肌 膚 問 題 都 來 自 失 衡 ， 当 皮 肤 达 到 平 衡 状 能 ， 就 能 改 善 许 多 肌 肤 问 题 ， 各 种 肤 质 都 适 用 ！	許 多 肌 膚 問 題 都 來 自 失 衡 ， 当 皮 肤 达 到 平 衡 状 态 ， 就 能 改 善 许 多 肌 肤 问 题 ， 各 种 肤 质 都 适 用 ！
2863	说 实 话 ， 粉 质 真 的 一 般 ， 飞 粉 ， 并 且 雅 光 色 还 掉 渣 来 着 ！	说 实 话 ， 粉 质 真 的 一 般 ， 飞 粉 ， 并 且 哑 光 色 还 掉 渣 来 着 ！
2864	之 前 做 完 激 光 手 述 都 靠 红 腰 子 来 修 护 肌 肤 ， 恢 复 期 一 周 不 洗 脸 ， 同 事 还 夸 我 皮 肤 很 白 嫩 。	之 前 做 完 激 光 手 术 都 靠 红 腰 子 来 修 护 肌 肤 ， 恢 复 期 一 周 不 洗 脸 ， 同 事 还 夸 我 皮 肤 很 白 嫩 。
2865	中 调 ： 格 拉 斯 哥 煤 瑰 茉 莉	中 调 ： 格 拉 斯 哥 玫 瑰 茉 莉
2866	摘 些 状 况 有 了 很 好 的 改 善	这 些 状 况 有 了 很 好 的 改 善
2867	闪 亮 的 开 运 妆 一 定 少 鳩 了 它 ！	闪 亮 的 开 运 妆 一 定 少 不 了 它 ！
2868	今 天 给 大 家 肿 草 这 个 丝 芙 兰 独 家 品 牌	今 天 给 大 家 种 草 这 个 丝 芙 兰 独 家 品 牌
2869	哑 光 唇 釉 在 干 之 前 不 要 抿 嘴 ， 不 要 用 纸 沽 ， 会 很 容 易 斑 夥	哑 光 唇 釉 在 干 之 前 不 要 抿 嘴 ， 不 要 用 纸 沽 ， 会 很 容 易 斑 驳
2870	适 合 健 康 的 皮 肤 ， 敏 感 皮 慎 入 ， 香 味 高 级 ， 起 泡 丰 腹 ， 每 一 次 使 用 都 是 享 受 ， 如 果 忽 略 掉 它 只 是 一 支 配 方 简 单 的 皂 基 洁 面 的 话 。	适 合 健 康 的 皮 肤 ， 敏 感 皮 慎 入 ， 香 味 高 级 ， 起 泡 丰 富 ， 每 一 次 使 用 都 是 享 受 ， 如 果 忽 略 掉 它 只 是 一 支 配 方 简 单 的 皂 基 洁 面 的 话 。
2871	全 年 活 斛 很 多 ， 省 了 不 少 奶 茶 钱 ！	全 年 活 动 很 多 ， 省 了 不 少 奶 茶 钱 ！
2872	味 道 是 淡 淡 的 茶 香 ， 没 有 脂 粉 气 息 ， 特 别 高 级 蒂 一 款 香 味 。	味 道 是 淡 淡 的 茶 香 ， 没 有 脂 粉 气 息 ， 特 别 高 级 的 一 款 香 味 。
2873	用 4 号 金 细 闪 点 在 岩 中	用 4 号 金 细 闪 点 在 眼 中
2874	加 午 2 点 ， 带 妆 4 小 时 。	下 午 2 点 ， 带 妆 4 小 时 。
2875	玛 丽 黛 佳 吧 彩 工 作 室 粉 底 液 ！	玛 丽 黛 佳 色 彩 工 作 室 粉 底 液 ！
2876	特 别 是 健 孔 粗 大 的 痘 痘 肌 。	特 别 是 毛 孔 粗 大 的 痘 痘 肌 。
2877	把 精 华 滴 在 手 心 ， 用 两 个 手 心 去 如 化 它 ， 刚 挤 出 来 的 是 黄 色 的 精 华 ， 必 须 要 乳 化 成 透 明 的 ！	把 精 华 滴 在 手 心 ， 用 两 个 手 心 去 乳 化 它 ， 刚 挤 出 来 的 是 黄 色 的 精 华 ， 必 须 要 乳 化 成 透 明 的 ！
